Id,Label,timeset,popularity,followers,genres
4uOtIm7Cn3aB0h0r490Q1T,Luis Miguel,,9,438,
4boI7bJtmB1L3b1cuL75Zr,Mon Laferte,,70,1817032,
4mN0qcMxWX8oToqfDPM5yV,José José,,70,1007906,bolero;latin;latin pop
7ot6aWctGX7E4oaBK84RnJ,Boleros,,30,19983,bolero
6xG6oz3V8nZWrwSqpZmPii,Guadalupe Pineda,,43,55430,bolero;mariachi;ranchera
5gOJTI4TusSENizxhcG7jB,David Bisbal,,72,1359177,latin;latin arena pop;latin pop;spanish pop;spanish pop rock;tropical
6sq1yF0OZEWA4xoXVKW1L9,Alejandro Fernandez,,74,1453520,latin;latin arena pop;latin pop;mariachi;mexican pop;ranchera;tropical
2QWIScpFDNxmS6ZEMIUvgm,Julieta Venegas,,67,722781,latin;latin alternative;latin pop;latin rock;pop;rock en espanol
1QOmebWGB6FdFtW7Bo3F0W,Gustavo Cerati,,67,1225586,argentine rock;latin alternative;latin rock;rock en espanol
1Db5GsIoVWYktPoD2nnPZZ,Gloria Trevi,,66,867356,latin;latin arena pop;latin pop;mexican pop
2T06whb4s6UiufL1j5Qtz9,José Alfredo Jimenez,,58,407876,bolero;grupera;mariachi;ranchera;regional mexican
3tAICgiSR5PfYY4B8qsoAU,Andrés Calamaro,,66,818659,argentine rock;cantautor;latin alternative;latin rock;rock en espanol
4GUCNKbI77PlkcCe5M4TBo,Exitos,,14,501,
4NEYQeEYBUjfaXgDQGvFvu,Franco De Vita,,66,1217259,latin;latin arena pop;latin pop;rock en espanol;tropical
3AIPhNgeF9S1Kyg9Yy3UQW,Dani Martín,,60,328587,spanish pop;spanish pop rock
0WC6O2ZzUcDYvcmt2mGh8c,Chavela Vargas,,50,127324,bolero;cantautor;nueva cancion;ranchera;trova
1t7t8q4zoYHp22JLIx3FM7,Joan Manuel Serrat,,57,294671,cantautor;nueva cancion;spanish pop;trova
4LbuSjHhhAddvN44qXpRJo,Amaia Montero,,58,384943,latin;latin arena pop;latin pop;spanish pop;spanish pop rock
1GImnM7WYVp95431ypofy9,Caifanes,,65,1081130,latin alternative;latin rock;mexican rock;nu-cumbia;rock en espanol
07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,,81,3037694,colombian pop;latin;pop;reggaeton
4aeIWo5CMF1uRmqgJdwkZW,Joaquín Sabina,,66,883778,cantautor;nueva cancion;rock en espanol;spanish pop;trova
0XK6kT7xcZAlcYrNjOgzJe,Carla Morrison,,71,1038317,latin alternative;mexican pop
2piHiUbXwUNNIvYyIOIUKt,Francisca Valenzuela,,54,165529,chilean indie;chilean rock;latin rock;nueva cancion
7plUpXSFcSJUZSiZAoXqr1,Ximena Sariñana,,61,512303,latin alternative;latin rock;mexican pop
1fHGzTSloWCtrlKfbLNVhM,Gepe,,61,170894,chilean indie;chilean rock;latin rock;nueva cancion
3RTAXX6KGdljBsOIupyZgT,Los Bunkers,,63,373534,chilean rock;latin alternative;latin rock;nueva cancion;rock en espanol
1hcdI2N1023RvSwLzTtdsp,Natalia Lafourcade,,75,1474798,latin;latin alternative;latin pop;latin rock;mexican pop;rock en espanol
6XmHtVhgpE33VHFEp2V1P8,Playa Limbo,,62,531798,grupera;latin;latin arena pop;latin pop;mexican pop;pop;rock en espanol
3t7UqWteBBmHXkcVhMSyay,Leonel García,,65,246146,latin;latin pop;mexican pop
7K9rdoOJSiKXoVXPlSkGKT,Paty Cantú,,68,610699,latin;latin arena pop;latin pop;mexican pop;pop
1ne2c2YEgt4MmJCJGCsfsZ,Ely Guerra,,51,171222,latin alternative;latin rock;mexican indie;mexican rock;rock en espanol
3oNy8cjBtJzLC07I70sklp,Belanova,,61,318674,dance pop;latin;latin alternative;latin arena pop;latin pop;mexican pop;rock en espanol
2z3KntXLyEF5Lvz1kpdBoA,Caloncho,,67,286283,latin alternative;latin rock
2eEmsgWmUFMbtU7agJpnjY,Miranda!,,64,280014,latin;latin alternative;latin pop;rock en espanol
0r8toju2ecKaVtItkzAnNi,Aleks Syntek,,68,385799,grupera;latin;latin alternative;latin arena pop;latin pop;latin rock;mexican pop;rock en espanol
2faVKByk0IA651ICKyYYOa,Jenny And The Mexicats,,54,107738,latin alternative
1dJyh390MvfYPuNbhnbSDs,María José,,63,437856,grupera;latin;latin pop;mexican pop
5oYHL2SijkMY52gKIhYJNb,Elefante,,68,517180,latin;latin alternative;latin arena pop;latin pop;latin rock;mexican pop;mexican rock;rock en espanol
6IdtcAwaNVAggwd6sCKgTI,Zoé,,75,1904681,latin alternative;latin rock;mexican rock;rock en espanol
09xj0S68Y1OU1vHMCZAIvz,Café Tacvba,,70,1178512,latin;latin alternative;latin rock;mexican rock;rock en espanol
0NV9kotO8AcragqHykjdSd,Jorge Muñiz,,53,26491,bolero;mariachi;ranchera
2DmYtFBKcxb3ajwWWgA576,Emmanuel,,69,380773,latin;latin pop;ranchera;rock en espanol
5RwfJb8wxN1fuodcPORVxP,José Luis Perales,,61,280849,latin pop
72v53CufRiSyqcQ78KUQ5p,José Maria Napoleón,,60,210718,bolero;grupera;latin;latin pop;mariachi;ranchera
3zhijRRIZX2B6G2T7vJl9p,Mijares,,65,272241,bolero;grupera;latin;latin pop;ranchera
6ZEPPQlmrtnZAdhfTEM6NY,Manuel Mijares,,53,92922,bolero;grupera;latin;latin pop;ranchera
2AZOALDIBORfbzKTuliwdJ,Cristian Castro,,70,512661,latin;latin arena pop;latin pop
2nszmSgqreHSdJA3zWPyrW,Luis Miguel,,80,988568,bolero;latin;latin christmas;latin pop;mariachi
7jerD1mbWgyDukHAmCvdCj,Javier Solís,,61,206013,bolero;grupera;mariachi;ranchera
2UFqwY8A3PLcx8pAkg9g5P,Diego Verdaguer,,58,156552,bolero;grupera;latin;latin pop;mariachi;ranchera;regional mexican
7afXSXOa8dE3c2C5XIguAv,Edith Márquez,,60,237748,bolero;grupera;latin;latin arena pop;latin pop;ranchera
6ZYIXbXuZWooEUSJlRtew2,Dulce,,49,50139,bolero;latin;latin pop
2MRBDr0crHWE5JwPceFncq,Juan Gabriel,,74,1620275,grupera;latin;latin pop;mariachi;regional mexican
5lODCkFdEtpPn3YxfmyLfT,Armando Manzanero,,56,115529,bolero;cantautor;latin;latin pop;mariachi;nueva cancion;ranchera;trova;velha guarda
3YHFRVdfHlJ98iAc50PIYk,Benny,,55,66534,latin;latin alternative;latin pop;rock en espanol
15YnmlNukYCFvwaFnoDwwV,José Luis Rodríguez,,58,98805,bolero;latin pop
4uoz4FUMvpeyGClFTTDBsD,Ricardo Montaner,,71,693863,latin;latin pop;tropical
2Cy7KBSkqu7otJfuMTWT7Y,Camilo Sesto,,63,370890,bolero;latin;latin pop
3v8mFhjLFa50QK8zDvAMYN,Amanda Miguel,,58,236644,bolero;grupera;latin;latin christmas;latin pop;ranchera
5tRlMqYaEIV3aTUbnPwLv1,Antonio Prieto,,21,3408,bolero
2Ejmg38PVquSCqD7ijebmY,Roberto Ledesma,,29,10914,bolero;classic colombian pop;mambo
3Y5vifXLGyyHfY99BH73Ld,Leo Marini,,34,11091,bolero;classic colombian pop;mambo;ranchera
6PbZObu8NuIhiU6L0OzkZN,Felipe Pirela,,35,12904,bolero;classic colombian pop;classic venezuelan pop;mambo
5xz3aSfvgkJuaD4eKhAgxL,Lorenzo Valderrama,,5,253,
0ou4IrIjMSANpaPTL8lC3F,Los Tres Caballeros,,37,21466,bolero;mambo;mariachi;ranchera
2WnCos2ruTRRM07YIEoKa0,Antología. . .Boleros,,5,2613,
1UY72czIEtc3qM7iddiS8R,Alberto Beltran,,31,7879,bolero;classic colombian pop;mambo
1iW6Pzxpch5jg7kuohgn8R,Olimpo Cardenas,,31,13207,bolero;classic colombian pop
3NnhZWS3bdFwcm1GPkzcNv,Los Tecolines,,39,20737,bolero;mambo;mexican rock-and-roll;ranchera
17fQCVwjvlCEIr3T1dLg5y,Celio Gonzalez,,34,10078,bolero;classic colombian pop;mambo
4PK8uCiKRILtXKQXABBvBC,Los Tri-O,,41,24151,bolero;ranchera
2RDV6sncQWynJFH5JUoCfJ,Olga Guillot,,32,12594,bolero;mambo
7gVq4ocJIQexuLWDDydXVG,Johnny Albino,,27,3700,bolero
7wl2zsfpo2anm8K9Nqwd0B,Moncho,,27,5602,bolero
0FmDjtiMoFHZG4f83cQjVI,Garzon y Collazos,,31,7431,classic colombian pop;cumbia;velha guarda
4LCEJ7K3OmivUPkYYH9iZK,Lucho Gatica,,35,19210,bolero;mambo;ranchera
6uMKHBVEnY2FWZVujFGYf5,Rolando Laserie,,33,11659,bolero;boogaloo;classic colombian pop;cuban rumba;latin jazz;mambo;salsa
1ZsL2cs2MYJKqwkVwdGtOd,Pedro Vargas,,40,34891,bolero;mariachi;ranchera
4fr6dA1fcSVYHEptBDaWzN,Chucho Avellanet,,24,5180,bolero
2LYsttKhPVXOf7qD8kTCr1,Lucha Villa,,48,72718,bolero;grupera;mariachi;ranchera
4MbmeIi7C8qe1LboVhdaUN,Lucia Mendez,,55,36127,latin pop;ranchera
1qBGWp46vgiATN7mfKJd3s,Nelson Ned,,52,89831,bolero;ranchera
5BOm3jiZCxwCXXJ0Hstubr,Aida Cuevas,,47,41233,bolero;mariachi;ranchera
3mGyF5kXDjEkLlFypJ93en,Lupita D'Alessio,,58,166360,bolero;grupera;latin;latin pop;ranchera
4BLAYO57LtkaZ6odOdWmGc,Marco Antonio Muñiz,,49,40799,bolero;latin christmas;ranchera
2nvZRZAeuKXzsntCKFHTKh,Tania Libertad,,47,34914,bolero;nueva cancion;ranchera;trova
0qZlB7IX5lWPhlxsayt31p,Lola Beltrán,,48,52764,bolero;mariachi;ranchera
7gYgOsOofRcz3sZIosDGu0,Estela Nuñez,,43,23632,bolero;mariachi;mexican rock-and-roll;ranchera
4rb77bUYfTSu6Hkb9Oar8y,Eugenia Leon,,51,25897,bolero;nueva cancion;ranchera;trova
5oyTT8C73YIMhLyuXYLtiL,Carlos Cuevas,,52,24225,bolero;mariachi;ranchera
4JRKcLbpjobmoOVoOXPd6y,Manoella Torres,,46,25614,bolero;mexican rock-and-roll;ranchera
0WaPMyYYZZ7yxzG1qhZ5kz,Rocio Banquells,,44,29904,latin pop;ranchera
6gvh8pQI316iafbHiT7B3y,Daniela Romo,,56,127748,bolero;grupera;latin;latin pop;ranchera
3zH5WktZU1xXqBZMsgV0IC,Amalia Mendoza,,38,19289,bolero;mariachi;ranchera
3smfreCkyJt7bShaTYpG77,Carlos Baute,,69,456286,latin;latin pop;pop;reggaeton;spanish pop;tropical
1VfKauu6JYTUrApbJXU0zo,Bustamante,,51,146169,latin pop;spanish pop
7qAoXV4U0qDxQAUqhszjAA,Manuel Carrasco,,67,593680,latin pop;spanish pop
0i3ypO6G38iZmANDHWZxlY,Chenoa,,47,139609,latin pop;spanish pop;spanish pop rock
5sUrlPAHlS9NEirDB8SEbF,Alejandro Sanz,,77,1810687,cantautor;latin;latin arena pop;latin christmas;latin pop;rock en espanol;spanish pop;tropical
2tY2GFdhH0Wa2VBvsxew5X,Alex Ubago,,68,440692,latin;latin arena pop;latin pop;spanish pop;spanish pop rock
3TLGNOdp1UWYMnV5XG9HkR,Malú,,67,575728,latin arena pop;latin pop;spanish pop;spanish pop rock
4dqi10p8S91S2ChvcWsi1L,Andy & Lucas,,57,231377,latin pop;spanish pop
7x6XYw3yCC67Pizi4o0wvZ,Sergio Dalma,,59,231069,latin arena pop;latin pop;spanish pop;spanish pop rock
5ttV0N9HvMH3KLqNKcS2M0,Rosana,,63,224747,cantautor;latin;latin pop;spanish pop
27a2VPd27oQbqE2TdiZVTo,Merche,,51,88148,latin arena pop;latin pop;spanish pop;spanish pop rock
264nbMzGPSkDZqTY8nXwCG,Tommy Torres,,68,222214,latin;latin pop;reggaeton;tropical
2BObknRAxgoXmrf6MkO7VR,El sueño de Morfeo,,50,74226,latin arena pop;latin pop;spanish pop;spanish pop rock
1ADdpen72RPuafRcv0YRBf,Antonio Orozco,,66,376790,latin pop;spanish pop
7FZj349hdLfD6qzXkJLuAh,La Quinta Estacion,,65,546397,latin;latin arena pop;latin pop;rock en espanol;spanish pop;spanish pop rock;tropical
6nh96lsvDLuCVpgpfjeYnM,Pastora Soler,,53,112175,latin arena pop;latin pop;spanish pop;spanish pop rock
0TPv1jIhKn4d0boGDxy4LI,Conchita,,55,61472,cantautor;latin pop;spanish pop;spanish rock
6oaqXcTI16QinRDKLtkMaI,David DeMaría,,51,65117,latin arena pop;latin pop;spanish pop
32x1uogH2zajP85pzZAtuE,Axel,,61,265610,latin;latin arena pop;latin pop
69BUYvpG9MbjCyIZfsFdhJ,Reyli Barba,,64,288142,grupera;latin;latin pop;ranchera;regional mexican;rock en espanol;tropical
1bqHIHJm8coUJqqoguolZJ,Yahir,,63,191078,cumbia;grupera;latin;latin arena pop;latin pop;rock en espanol
4RjamFQJNT8nVbTKXJDJgv,Kalimba,,64,399985,latin;latin arena pop;latin pop;tropical
24dYJ8P3YuFihvMcElFUWh,Pedro Fernández,,59,254479,banda;bolero;cumbia;grupera;latin;latin pop;mariachi;ranchera;regional mexican
7xeM7V59cA1X8GKyKKQV87,Sin Bandera,,73,1225002,latin;latin arena pop;latin pop;tropical
5B8ApeENp4bE4EE3LI8jK2,Yuridia,,73,551459,grupera;latin;latin arena pop;latin pop
4OgNARLQSC4yy7Dsa5cqxx,Yuri,,65,348224,grupera;latin;latin pop
7Hf9AwMO37bSdxHb0FBGmO,Alejandra Guzman,,68,813094,grupera;latin;latin arena pop;latin pop;rock en espanol
3QmmtMrEf7aQrsd1VtejAV,Mœnia,,64,243564,latin;latin alternative;latin arena pop;latin pop;latin rock;rock en espanol
3MqjsWDLhq8SyY6N3PE8yW,Aterciopelados,,57,197354,colombian rock;cumbia;latin;latin alternative;latin pop;latin rock;rock en espanol
5XsWrYhwadPBjW20qYbdZg,Moderatto,,62,227490,latin;latin alternative;latin arena pop;latin christmas;latin pop;latin rock;rock en espanol
1d6dwipPrsFSJVmFTTdFSS,Paulina Rubio,,68,706416,dance pop;latin;latin arena pop;latin pop;pop;spanish pop
2aotoGt6dVYi7Mr3YRmDK3,Natalia y La Forquetina,,44,68561,latin alternative;latin rock;mexican indie;rock en espanol
3vKxuOGRkXJWpCZPf01Nj8,Hello Seahorse!,,54,164942,latin alternative;latin arena pop;latin rock;mexican indie;rock en espanol
5sIuOfUs74K1zFv5BqVaQY,Chetes,,51,138598,latin alternative;latin rock;mexican indie;rock en espanol
4U7lXyKdSf1JbM1aXvsodC,La Oreja de Van Gogh,,72,924223,latin;latin arena pop;latin pop;spanish pop;spanish pop rock
3jO7X5KupvwmWTHGtHgcgo,Charly García,,64,317651,argentine rock;latin alternative;latin rock;rock en espanol
2F9pvj94b52wGKs0OqiNi2,Babasónicos,,68,438506,argentine rock;latin alternative;latin christmas;latin rock;rock en espanol
7An4yvF7hDYDolN4m5zKBp,Soda Stereo,,76,1788731,argentine rock;latin alternative;latin rock;rock en espanol
1MuQ2m2tg7naeRGAOxYZer,Luis Alberto Spinetta,,58,213284,argentine rock;latin alternative;latin rock;rock en espanol
1bZNv4q3OxYq7mmnLha7Tu,Fito Páez,,66,373050,argentine rock;cantautor;latin alternative;latin rock;nueva cancion;rock en espanol
2Rc3Tb5XUPF1YlnQwuPgjg,Illya Kuryaki & The Valderramas,,54,108631,argentine rock;latin alternative;latin rock;rock en espanol
5R3NywPPOyhLfdvutgg0me,Los Abuelos De La Nada,,59,128703,argentine rock;latin alternative;latin rock;rock en espanol
6KMIfg02vfQtWhbBv8fszX,Cerati-Melero,,45,15928,argentine rock;latin rock;rock en espanol
5R6YR0pasdxlynyq0Abq7x,Fabiana Cantilo,,52,66377,argentine rock;latin alternative;latin rock;rock en espanol
6ZIgPKHzpcswB8zh7sRIhx,Divididos,,62,229857,argentine rock;latin alternative;latin rock;rock en espanol
6CrQKZeuSKNYgrE7PeYqJ1,Serú Girán,,54,107007,argentine rock;latin alternative;latin rock;rock en espanol
059ysTnWcrm4yFwTr0NDjc,Catupecu Machu,,57,149063,argentine rock;latin alternative;latin rock;rock en espanol
7qjoG7bwhAjSd7nJTcjgAk,Kevin Johansen,,62,140434,argentine rock;cantautor;chilean rock;latin alternative;latin rock;nueva cancion;rock en espanol
1SykQGBiBwkQ1fcGpJ1BJt,Los Tipitos,,56,91323,argentine rock;cumbia pop;latin alternative;latin rock;rock en espanol
0Zncosr79q01riJYbSBNA1,Turf,,55,55022,argentine rock;cumbia pop;latin alternative;latin rock;rock en espanol
5lCqW8vcd4TyTHzGIuKdH8,Sui Generis,,55,148465,argentine rock;cantautor;latin alternative;latin rock;nueva cancion;rock en espanol
3q1NXsv9XypOUCJfEatXH9,Pescado Rabioso,,54,85684,argentine rock;latin alternative;latin rock;rock en espanol
2FFrhWZS9vJsh2UvxYPRr6,Pedro Aznar,,58,107489,argentine rock;cantautor;chilean rock;latin alternative;latin christmas;latin rock;nueva cancion;rock en espanol
6MxyNXnnmwQwdW2PD0gXYO,Bersuit Vergarabat,,62,245692,argentine rock;latin alternative;latin rock;rock en espanol
23wEWD21D4TPYiJugoXmYb,Thalía,,69,1020397,latin;latin pop;mexican pop;pop;tropical
5xSx2FM8mQnrfgM1QsHniB,Danna Paola,,52,151321,latin;latin pop;mexican pop
5Cm1q0x7aiZukKZzmD1Iog,Gloria Trevi & Alejandra Guzmán,,53,40879,latin pop
6Hf2g14O2TP25JUNZuvIgn,Alicia Villarreal,,59,146105,grupera;latin;latin pop;mariachi;ranchera;regional mexican;tejano
5LeiVcEnsZcwc133TUhJNW,Belinda,,74,349471,dance pop;latin;latin arena pop;latin pop;mexican pop;pop;post-teen pop
5erc8Dr6fyYJSoIXJKlFZV,Mariana Seoane,,46,53085,grupera;latin pop
3uC20p2EoNm5LYtzSVWdkL,Fey,,61,215395,dance pop;latin;latin pop;mexican pop;rock en espanol
03FiyT61gVIy08oxFm6xZC,Sasha  Benny y Erik,,57,180846,latin;latin pop
3u4GbCOWNszEqm4Vzv7liB,Litzy,,53,31235,latin pop;mexican pop
6ModsWtBph2rE6zCTVxvZt,Maite Perroni,,68,271697,latin;latin pop;mexican pop;pop
41ESHLayJ5sDKjAOv6cMhe,Ana Gabriel,,66,631168,latin;latin pop;mariachi;ranchera
0PN0fbe41KbuzlRYnoajNm,Antonio Aguilar,,65,317296,banda;bolero;grupera;mariachi;norteno;ranchera;regional mexican
7y33enVLfDvft6HGNmcxdV,Pedro Infante,,59,214387,bolero;grupera;mariachi;ranchera
4W5RbLZybsLfAzE7QqdibE,Jorge Negrete,,46,70145,bolero;mariachi;ranchera
3tb5EHytI4jfW3Wgnlwqov,José Alfredo,,15,2993,ranchera
23XJNT1Hb35h3ZCDl7lpWY,Miguel Aceves Mejia,,45,48394,bolero;latin christmas;mariachi;ranchera;world christmas
1M1VkVEy3JGFFyPy7oKH2E,Cuco Sánchez,,43,45031,bolero;mariachi;mexican rock-and-roll;ranchera
0JTujDbHVqhWAGl06aaW78,Mariachi Vargas De Tecalitlan,,56,82147,bolero;mariachi;ranchera
4PPoI9LuYeFX8V674Z1R6l,Vicente Fernández,,73,942395,mariachi;ranchera;regional mexican
1iIxNEvPPmdFIIP0tdpw6G,Los Cadetes De Linares,,65,291502,banda;grupera;norteno;ranchera;regional mexican
2RDCFdmJvNbGQBILkTvF5q,El Piporro,,45,47951,bolero;mariachi;ranchera
2hbA9AbMYcgXBGgBK6MCfx,Cornelio Reyna,,53,111403,banda;cumbia;grupera;latin christmas;mariachi;norteno;ranchera;regional mexican;world christmas
2HdTW6TLACOcKKsUaRdP0e,Gerardo Reyes,,48,53792,banda;grupera;mariachi;norteno;ranchera;regional mexican
7FsRH5bw8iWpSbMX1G7xf1,Joan Sebastian,,73,907084,banda;grupera;latin pop;norteno;regional mexican
03Yb3iBy9GCifXiATEFcit,Pepe Aguilar,,70,892207,grupera;latin;latin pop;mariachi;ranchera;regional mexican
3XkJyJgJDxnjdQgH0zfT8K,Los Rodriguez,,60,160806,argentine rock;cantautor;latin alternative;latin rock;rock en espanol;spanish pop
6Nm62oNQCdPxVoiQtFSksF,Estelares,,57,89319,argentine rock;cumbia pop;latin alternative;latin rock;rock en espanol
5fVtUielMhdztOA34ArB6c,Ratones Paranoicos,,55,84957,argentine rock;latin alternative;latin rock;rock en espanol
4DuhYdfd2jHMdaqYVYZp04,Mancha De Rolando,,55,57912,argentine rock;cumbia pop;latin alternative;latin rock;rock en espanol
0SnyKkoyBaB2fG8IJH4xmU,Los Piojos,,59,225569,argentine rock;latin alternative;latin rock;rock en espanol
4VgvR7eu3k2T20mo6mXhXF,Intoxicados,,60,226248,argentine rock;latin alternative;latin rock;rock en espanol
25THA9HUHoxpCT4LBp7UsZ,Vicentico,,65,436446,argentine rock;cantautor;chilean rock;latin;latin alternative;latin pop;latin rock;nueva cancion;rock en espanol
3nBKwGc6TZp1v5uDBQUXqB,Súper Éxitos Internacionales,,29,554,
5RlprRZzBGbYxcIgyKZwIG,Tonia,,32,102,classic eurovision
0TflecfejwTrdIcodaF294,Superstars Of Modern Pop,,8,107,
0XsfHM6aiqK9beExgTsX8e,The Shock Band,,32,3728,
4HsY30swKDa55QchmildLM,Les tubes du nouvel an,,29,521,
4Rstv7qHepQdvEweZH2Egp,The Flashers Brothers,,28,293,
0Fh2E4lCLZzOMS6EC4Ue6U,Infinity,,22,3190,
288lU02uqVtIZQqgvxxESv,DJ Carlo Showcase,,26,645,
2wSlmZan7wna02bl9wRIFu,Glams,,37,3558,
5ZLJG8KxNMEBivUyWWnQlz,Hotel Kinshasa,,33,712,
64cPRWVAwBzdMPRga9OvEB,Catenaria,,26,27,
7lGrwN3t8ReFvG2MNaMfVe,Becksy,,28,210,
4cA5JN7tiNZ8afYeuSQj5h,David Otero,,56,63793,cantautor;latin arena pop;spanish pop;spanish rock
0sLXzHGOv7GPCvqs7R1kza,Harv-E,,3,578,
0KcrR46L75FgSR7uRuIwqB,The New Releases,,17,717,
57UlAmrKEVTwIxrDqGuMFw,Tonics,,0,450,
40c8iqdp31NsaEjPNvVgmo,White Divine,,21,30,
15qegkSANsItRFPkEvGVEu,DJ Redbi,,25,570,
7EOxIbPLHbEgJLJkbeOj7B,Danny Brian,,32,110,
3Wkefp078PIs7J27eAi0ms,Smoking U,,38,624,
0h1zs4CTlU9D2QtgPxptUD,Ricardo Arjona,,77,1483539,cantautor;latin;latin arena pop;latin pop;tropical
2uEjXyVi0SA1HPpj3zquXh,Noel Schajris,,62,252885,latin;latin arena pop;latin pop;tropical
0LALueHEQunQ2d61fXGeZh,Diego Torres,,61,339606,latin;latin pop;rock en espanol;spanish pop;tropical
1JbemQ1fPt2YmSLjAFhPBv,Chayanne,,72,1335079,latin;latin pop;tropical
69UypehHabb68utzfjAVlV,Kany Garcia,,62,266977,cumbia;latin;latin pop;tropical
1mux8L6xg2Cmrc7k0wQczl,Bacilos,,69,299510,latin;latin alternative;latin pop;latin rock;pop;reggaeton;rock en espanol;tropical
3udlGv7o6NeUWRlRFGqPY9,Cristian,,54,102590,latin;latin pop;tropical
5v287QKYZ7Dyuw4CNzv89p,Magneto,,59,126827,athens indie;grupera;latin;latin arena pop;latin christmas;latin pop;rock en espanol
3heR1it0slFXjaa7E62zpw,Maldita Nerea,,63,365341,cantautor;latin arena pop;latin pop;spanish pop;spanish pop rock;spanish rock
0QE9iXPzgSaBq34OqIZ4n2,Despistaos,,50,106679,latin arena pop;spanish pop;spanish pop rock;spanish rock
2fFrIDTV1Tk8MwAv4OJiY5,Efecto Mariposa,,50,60117,cantautor;latin pop;spanish pop;spanish pop rock
21ttsUKZ3y2Hm6nduyvbAw,Pignoise,,50,79338,spanish pop;spanish pop rock;spanish rock
5RK6c1tyaKpwcDpbgCGNgj,El Canto Del Loco,,64,374664,latin arena pop;latin pop;spanish pop;spanish pop rock
1EXjXQpDx2pROygh8zvHs4,Melendi,,75,923451,latin pop;spanish pop;spanish pop rock
0z6j39UlwCJvfqNzgB55v5,Melocos,,39,35123,spanish pop
4P9xDIEyrtAeXRI6xOl2TS,Pol 3.14,,45,48451,spanish pop;spanish rock
6Zd2JZF0kIBpeyv2FlPh8i,Huecco,,53,61666,spanish pop;spanish pop rock;spanish rock
5Hsv8dUHHOdnn72q4XIVz7,Leiva,,66,256311,cantautor;latin arena pop;spanish pop;spanish rock
3fwObIFsRHNc0HdmQ7wVkw,La Caja De Pandora,,36,14439,latin arena pop;spanish pop;spanish pop rock
58ZTr51uERVdMQbfDbc5B3,Nena Daconte,,46,52636,spanish pop
3mXI2gpwWnNO9qbQG3n3EP,Lila Downs,,60,186604,latin alternative;nueva cancion;trova
0qk9IE3icvkYLRii8qAko8,Amparo Ochoa,,33,9393,bolero;mexican son;nueva cancion;ranchera;trova
3ihXVyWYDuTBVpEDrr1Lop,Agustín Lara,,48,44537,bolero;ranchera
58LNn3iNPmmHusH1EkyBm4,Maria Dolores Pradera,,50,47396,bolero;cantautor;nueva cancion;ranchera
4QHjJWgPhculd31AHEsjOb,Oscar Chavez,,47,30346,bolero;cantautor;nueva cancion;ranchera;trova
2NRvtXR7xPvvJGoWov1YJ3,Toña La Negra,,42,14619,bolero;mambo;ranchera
4vOfKh5wz7lTcdqB3EwsC5,Pablo Milanés,,55,123933,bolero;cantautor;nueva cancion;trova
6SFpEAywC3u4kjE00wHMoO,Los Cojolites,,39,10496,mexican son
7r4rviBG63cmxn51zRuMav,Martirio,,44,9917,cantautor;flamenco
3Ker27Wbb9OcUHGs54JIAz,Los Panchos,,60,117793,bolero;mariachi;ranchera
67h1eGw2OFs89l8EnaOdoS,Luis Eduardo Aute,,53,78473,cantautor;nueva cancion;spanish pop;trova
2GrNjfw23jqL1NTopPlc6c,Pedro Guerra,,52,58861,cantautor;nueva cancion;spanish pop;trova
6cFqY5mkBqKqaIYunDg1k8,Víctor Manuel,,53,53734,cantautor;nueva cancion;spanish pop;trova
4eyF2eDCunzeFykH90Ej34,Ismael Serrano,,58,128151,cantautor;nueva cancion;spanish pop;trova
0ITsXq3KDg1zYk59QnN3rm,Javier Krahe,,39,18586,cantautor;nueva cancion;trova
4NOZW7dBOmBMMAG9EGQd4t,Ana Belén,,55,77853,cantautor;nueva cancion;spanish pop;trova
1vCCUwNiIwC41lEu7EuBmx,Facundo Cabral,,46,80077,cantautor;nueva cancion;trova
0Iww53p8UY2oYtQhfzsSY9,Alberto Cortez,,49,57073,bolero;cantautor;nueva cancion;ranchera;trova
3DmpE6oHcvPFhtMTSlLMFB,Carlos Cano,,40,24059,cantautor;flamenco;rumba;spanish classical
4rUyBlggM5tZUH5QZn9ZuO,Silvio Rodríguez,,67,367628,cantautor;chilean rock;latin alternative;nueva cancion;trova
2HvyR5FsU37QMqVzIbGwl7,Mercedes Sosa,,58,212908,cantautor;folklore argentino;latin christmas;nueva cancion;trova
1jClQHR1Ny69QAXeDWERq0,Paco Ibanez,,34,10703,cantautor;nueva cancion
2zfJb2mtxjtjPWTldg9R6K,Alejandro Filio,,52,50100,cantautor;nueva cancion;trova
1dpnxi6xgoB2kaRYnnoatZ,Miguel Rios,,54,54303,cantautor;nueva cancion;rock en espanol;spanish new wave;spanish pop
2t5WOgQGdtqvEKzJqcoZdh,Serrat,,38,12748,
1HUbv0v2f9HNE6qIbB35El,Luz Casal,,55,42554,cantautor;spanish pop
07S2B15CcvWG4jyfMhqx8X,Victor Heredia,,46,29080,andean;argentine rock;cantautor;folklore argentino;nueva cancion;trova
4OkeTQCk0fvX6VBYpOOxDi,Amaral,,61,256173,cantautor;latin arena pop;latin pop;rock en espanol;spanish pop;spanish pop rock;spanish rock
05xSLrRgGwm2nCH2SmnNMW,Rosario,,62,182490,cantautor;flamenco;latin pop;spanish pop
